Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 2573ms | tok/sec: 12,734 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.098965 | lrm: 1.00 | dt: 971ms | tok/sec: 33,730 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.013655 | lrm: 1.00 | dt: 889ms | tok/sec: 36,865 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.717498 | lrm: 1.00 | dt: 956ms | tok/sec: 34,277 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.436025 | lrm: 1.00 | dt: 878ms | tok/sec: 37,338 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.215804 | lrm: 1.00 | dt: 969ms | tok/sec: 33,799 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.029146 | lrm: 1.00 | dt: 884ms | tok/sec: 37,082 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.875558 | lrm: 1.00 | dt: 887ms | tok/sec: 36,960 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.717849 | lrm: 1.00 | dt: 889ms | tok/sec: 36,865 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.570853 | lrm: 1.00 | dt: 890ms | tok/sec: 36,817 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.430526 | lrm: 1.00 | dt: 881ms | tok/sec: 37,197 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.293344 | lrm: 1.00 | dt: 864ms | tok/sec: 37,944 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.175974 | lrm: 1.00 | dt: 854ms | tok/sec: 38,361 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.062504 | lrm: 1.00 | dt: 872ms | tok/sec: 37,596 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 6.956075 | lrm: 1.00 | dt: 891ms | tok/sec: 36,796 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00015 (1.2%) | loss: 6.864898 | lrm: 1.00 | dt: 880ms | tok/sec: 37,251 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00016 (1.5%) | loss: 6.775478 | lrm: 1.00 | dt: 876ms | tok/sec: 37,394 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00017 (1.7%) | loss: 6.696670 | lrm: 1.00 | dt: 886ms | tok/sec: 37,002 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00151 (42.6%) | loss: 4.604651 | lrm: 1.00 | dt: 999ms | tok/sec: 32,796 | mfu: 0.2% | epoch: 1 | remaining: 171s    
step 00152 (43.0%) | loss: 4.597604 | lrm: 1.00 | dt: 894ms | tok/sec: 36,644 | mfu: 0.2% | epoch: 1 | remaining: 170s    
step 00153 (43.3%) | loss: 4.593192 | lrm: 1.00 | dt: 993ms | tok/sec: 32,989 | mfu: 0.2% | epoch: 1 | remaining: 169s    
step 00154 (43.6%) | loss: 4.585335 | lrm: 1.00 | dt: 903ms | tok/sec: 36,274 | mfu: 0.2% | epoch: 1 | remaining: 168s    
step 00155 (43.9%) | loss: 4.583859 | lrm: 1.00 | dt: 1002ms | tok/sec: 32,715 | mfu: 0.2% | epoch: 1 | remaining: 167s    
step 00156 (44.2%) | loss: 4.577806 | lrm: 1.00 | dt: 898ms | tok/sec: 36,476 | mfu: 0.2% | epoch: 1 | remaining: 166s    
step 00157 (44.5%) | loss: 4.572748 | lrm: 1.00 | dt: 962ms | tok/sec: 34,073 | mfu: 0.2% | epoch: 1 | remaining: 165s    
step 00158 (44.9%) | loss: 4.560768 | lrm: 1.00 | dt: 885ms | tok/sec: 37,037 | mfu: 0.2% | epoch: 1 | remaining: 165s    
step 00159 (45.2%) | loss: 4.551785 | lrm: 1.00 | dt: 887ms | tok/sec: 36,956 | mfu: 0.2% | epoch: 1 | remaining: 164s    
step 00160 (45.5%) | loss: 4.530304 | lrm: 1.00 | dt: 888ms | tok/sec: 36,913 | mfu: 0.2% | epoch: 1 | remaining: 163s    
step 00161 (45.8%) | loss: 4.534997 | lrm: 1.00 | dt: 889ms | tok/sec: 36,839 | mfu: 0.2% | epoch: 1 | remaining: 162s    
step 00162 (46.0%) | loss: 4.521934 | lrm: 1.00 | dt: 891ms | tok/sec: 36,762 | mfu: 0.2% | epoch: 1 | remaining: 161s    
step 00163 (46.3%) | loss: 4.513933 | lrm: 1.00 | dt: 890ms | tok/sec: 36,801 | mfu: 0.2% | epoch: 1 | remaining: 160s    
step 00164 (46.6%) | loss: 4.502673 | lrm: 1.00 | dt: 887ms | tok/sec: 36,934 | mfu: 0.2% | epoch: 1 | remaining: 159s    
step 00165 (46.9%) | loss: 4.490567 | lrm: 1.00 | dt: 961ms | tok/sec: 34,109 | mfu: 0.2% | epoch: 1 | remaining: 158s    
step 00166 (47.3%) | loss: 4.484828 | lrm: 1.00 | dt: 878ms | tok/sec: 37,305 | mfu: 0.2% | epoch: 1 | remaining: 157s    
step 00167 (47.6%) | loss: 4.488738 | lrm: 1.00 | dt: 1019ms | tok/sec: 32,148 | mfu: 0.2% | epoch: 1 | remaining: 156s    
step 00168 (47.9%) | loss: 4.492289 | lrm: 1.00 | dt: 959ms | tok/sec: 34,166 | mfu: 0.2% | epoch: 1 | remaining: 155s    
step 00169 (48.2%) | loss: 4.480514 | lrm: 1.00 | dt: 886ms | tok/sec: 36,994 | mfu: 0.2% | epoch: 1 | remaining: 154s    
step 00170 (48.5%) | loss: 4.473652 | lrm: 1.00 | dt: 882ms | tok/sec: 37,158 | mfu: 0.2% | epoch: 1 | remaining: 154s    
step 00171 (48.8%) | loss: 4.471030 | lrm: 1.00 | dt: 892ms | tok/sec: 36,747 | mfu: 0.2% | epoch: 1 | remaining: 153s    
step 00172 (49.1%) | loss: 4.472945 | lrm: 1.00 | dt: 996ms | tok/sec: 32,891 | mfu: 0.2% | epoch: 1 | remaining: 152s    
step 00173 (49.4%) | loss: 4.466258 | lrm: 1.00 | dt: 883ms | tok/sec: 37,104 | mfu: 0.2% | epoch: 1 | remaining: 151s    
step 00174 (49.7%) | loss: 4.460658 | lrm: 1.00 | dt: 909ms | tok/sec: 36,049 | mfu: 0.2% | epoch: 1 | remaining: 150s    
step 00175 (50.0%) | loss: 4.452297 | lrm: 1.00 | dt: 893ms | tok/sec: 36,679 | mfu: 0.2% | epoch: 1 | remaining: 149s    
step 00176 (50.3%) | loss: 4.437102 | lrm: 0.99 | dt: 882ms | tok/sec: 37,157 | mfu: 0.2% | epoch: 1 | remaining: 148s    
step 00177 (50.6%) | loss: 4.434388 | lrm: 0.99 | dt: 886ms | tok/sec: 36,973 | mfu: 0.2% | epoch: 1 | remaining: 147s    
step 00178 (50.9%) | loss: 4.433609 | lrm: 0.98 | dt: 952ms | tok/sec: 34,420 | mfu: 0.2% | epoch: 1 | remaining: 146s    
step 00179 (51.2%) | loss: 4.418738 | lrm: 0.98 | dt: 899ms | tok/sec: 36,446 | mfu: 0.2% | epoch: 1 | remaining: 145s    
step 00180 (51.5%) | loss: 4.422954 | lrm: 0.97 | dt: 884ms | tok/sec: 37,085 | mfu: 0.2% | epoch: 1 | remaining: 145s    
step 00181 (51.8%) | loss: 4.414198 | lrm: 0.97 | dt: 869ms | tok/sec: 37,726 | mfu: 0.2% | epoch: 1 | remaining: 144s    
step 00182 (52.1%) | loss: 4.416063 | lrm: 0.96 | dt: 974ms | tok/sec: 33,645 | mfu: 0.2% | epoch: 1 | remaining: 143s    
step 00183 (52.4%) | loss: 4.415525 | lrm: 0.95 | dt: 1022ms | tok/sec: 32,049 | mfu: 0.2% | epoch: 1 | remaining: 142s    
step 00184 (52.8%) | loss: 4.418783 | lrm: 0.95 | dt: 965ms | tok/sec: 33,940 | mfu: 0.2% | epoch: 1 | remaining: 141s    
step 00185 (53.1%) | loss: 4.405476 | lrm: 0.94 | dt: 1012ms | tok/sec: 32,367 | mfu: 0.2% | epoch: 1 | remaining: 140s    
step 00186 (53.4%) | loss: 4.406918 | lrm: 0.93 | dt: 884ms | tok/sec: 37,054 | mfu: 0.2% | epoch: 1 | remaining: 139s    
step 00187 (53.7%) | loss: 4.402090 | lrm: 0.93 | dt: 890ms | tok/sec: 36,825 | mfu: 0.2% | epoch: 1 | remaining: 138s    
step 00188 (54.0%) | loss: 4.395626 | lrm: 0.92 | dt: 979ms | tok/sec: 33,475 | mfu: 0.2% | epoch: 1 | remaining: 137s    
step 00189 (54.4%) | loss: 4.393399 | lrm: 0.92 | dt: 872ms | tok/sec: 37,591 | mfu: 0.2% | epoch: 1 | remaining: 136s    
step 00190 (54.6%) | loss: 4.388664 | lrm: 0.91 | dt: 975ms | tok/sec: 33,607 | mfu: 0.2% | epoch: 1 | remaining: 135s    
step 00191 (55.0%) | loss: 4.388898 | lrm: 0.91 | dt: 948ms | tok/sec: 34,560 | mfu: 0.2% | epoch: 1 | remaining: 134s    
step 00192 (55.3%) | loss: 4.378879 | lrm: 0.90 | dt: 924ms | tok/sec: 35,447 | mfu: 0.2% | epoch: 1 | remaining: 133s    
step 00193 (55.6%) | loss: 4.376473 | lrm: 0.89 | dt: 1075ms | tok/sec: 30,494 | mfu: 0.2% | epoch: 1 | remaining: 132s    
step 00194 (56.0%) | loss: 4.368991 | lrm: 0.89 | dt: 953ms | tok/sec: 34,391 | mfu: 0.2% | epoch: 1 | remaining: 131s    
step 00195 (56.3%) | loss: 4.371915 | lrm: 0.88 | dt: 874ms | tok/sec: 37,512 | mfu: 0.2% | epoch: 1 | remaining: 130s    
step 00196 (56.6%) | loss: 4.361033 | lrm: 0.88 | dt: 891ms | tok/sec: 36,771 | mfu: 0.2% | epoch: 1 | remaining: 129s    
step 00197 (56.9%) | loss: 4.349589 | lrm: 0.87 | dt: 994ms | tok/sec: 32,957 | mfu: 0.2% | epoch: 1 | remaining: 128s    
step 00198 (57.2%) | loss: 4.348905 | lrm: 0.86 | dt: 890ms | tok/sec: 36,832 | mfu: 0.2% | epoch: 1 | remaining: 128s    
step 00199 (57.5%) | loss: 4.354246 | lrm: 0.86 | dt: 968ms | tok/sec: 33,838 | mfu: 0.2% | epoch: 1 | remaining: 127s    
step 00200 (57.8%) | loss: 4.345032 | lrm: 0.85 | dt: 903ms | tok/sec: 36,285 | mfu: 0.2% | epoch: 1 | remaining: 126s    
step 00201 (58.1%) | loss: 4.335649 | lrm: 0.85 | dt: 1036ms | tok/sec: 31,627 | mfu: 0.2% | epoch: 1 | remaining: 125s    
step 00202 (58.5%) | loss: 4.325319 | lrm: 0.84 | dt: 984ms | tok/sec: 33,314 | mfu: 0.2% | epoch: 1 | remaining: 124s    
step 00203 (58.8%) | loss: 4.330463 | lrm: 0.83 | dt: 877ms | tok/sec: 37,373 | mfu: 0.2% | epoch: 1 | remaining: 123s    
step 00204 (59.1%) | loss: 4.325934 | lrm: 0.83 | dt: 1013ms | tok/sec: 32,361 | mfu: 0.2% | epoch: 1 | remaining: 122s    
step 00205 (59.4%) | loss: 4.327607 | lrm: 0.82 | dt: 965ms | tok/sec: 33,955 | mfu: 0.2% | epoch: 1 | remaining: 121s    
step 00206 (59.7%) | loss: 4.323428 | lrm: 0.82 | dt: 979ms | tok/sec: 33,463 | mfu: 0.2% | epoch: 1 | remaining: 120s    
step 00207 (60.1%) | loss: 4.305970 | lrm: 0.81 | dt: 877ms | tok/sec: 37,357 | mfu: 0.2% | epoch: 1 | remaining: 119s    
step 00208 (60.4%) | loss: 4.281397 | lrm: 0.80 | dt: 910ms | tok/sec: 36,003 | mfu: 0.2% | epoch: 1 | remaining: 118s    
step 00209 (60.7%) | loss: 4.289954 | lrm: 0.80 | dt: 891ms | tok/sec: 36,765 | mfu: 0.2% | epoch: 1 | remaining: 117s    
step 00210 (61.0%) | loss: 4.276178 | lrm: 0.79 | dt: 944ms | tok/sec: 34,709 | mfu: 0.2% | epoch: 1 | remaining: 116s    
step 00211 (61.3%) | loss: 4.260440 | lrm: 0.79 | dt: 873ms | tok/sec: 37,554 | mfu: 0.2% | epoch: 1 | remaining: 115s    
step 00212 (61.6%) | loss: 4.258838 | lrm: 0.78 | dt: 886ms | tok/sec: 36,990 | mfu: 0.2% | epoch: 1 | remaining: 114s    
step 00213 (61.9%) | loss: 4.252259 | lrm: 0.77 | dt: 877ms | tok/sec: 37,342 | mfu: 0.2% | epoch: 1 | remaining: 114s    
step 00214 (62.1%) | loss: 4.258624 | lrm: 0.77 | dt: 877ms | tok/sec: 37,374 | mfu: 0.2% | epoch: 1 | remaining: 113s    
step 00215 (62.4%) | loss: 4.259719 | lrm: 0.76 | dt: 936ms | tok/sec: 35,021 | mfu: 0.2% | epoch: 1 | remaining: 112s    
step 00216 (62.8%) | loss: 4.255253 | lrm: 0.76 | dt: 892ms | tok/sec: 36,749 | mfu: 0.2% | epoch: 1 | remaining: 111s    
step 00217 (63.1%) | loss: 4.254947 | lrm: 0.75 | dt: 995ms | tok/sec: 32,928 | mfu: 0.2% | epoch: 1 | remaining: 110s    
step 00218 (63.4%) | loss: 4.251474 | lrm: 0.75 | dt: 932ms | tok/sec: 35,168 | mfu: 0.2% | epoch: 1 | remaining: 109s    
step 00219 (63.7%) | loss: 4.242818 | lrm: 0.74 | dt: 963ms | tok/sec: 34,033 | mfu: 0.2% | epoch: 1 | remaining: 108s    
step 00220 (64.0%) | loss: 4.240275 | lrm: 0.73 | dt: 1043ms | tok/sec: 31,417 | mfu: 0.2% | epoch: 1 | remaining: 107s    
step 00221 (64.4%) | loss: 4.242406 | lrm: 0.73 | dt: 949ms | tok/sec: 34,531 | mfu: 0.2% | epoch: 1 | remaining: 106s    
step 00222 (64.7%) | loss: 4.237869 | lrm: 0.72 | dt: 913ms | tok/sec: 35,901 | mfu: 0.2% | epoch: 1 | remaining: 105s    
step 00223 (65.0%) | loss: 4.230236 | lrm: 0.72 | dt: 1002ms | tok/sec: 32,710 | mfu: 0.2% | epoch: 1 | remaining: 104s    
step 00224 (65.3%) | loss: 4.218149 | lrm: 0.71 | dt: 900ms | tok/sec: 36,400 | mfu: 0.2% | epoch: 1 | remaining: 103s    
step 00225 (65.6%) | loss: 4.211575 | lrm: 0.70 | dt: 887ms | tok/sec: 36,948 | mfu: 0.2% | epoch: 1 | remaining: 102s    
step 00226 (65.9%) | loss: 4.204856 | lrm: 0.70 | dt: 998ms | tok/sec: 32,827 | mfu: 0.2% | epoch: 1 | remaining: 101s    
step 00227 (66.2%) | loss: 4.204242 | lrm: 0.69 | dt: 987ms | tok/sec: 33,215 | mfu: 0.2% | epoch: 1 | remaining: 100s    
step 00228 (66.6%) | loss: 4.200067 | lrm: 0.69 | dt: 900ms | tok/sec: 36,401 | mfu: 0.2% | epoch: 1 | remaining: 99s    
step 00229 (66.9%) | loss: 4.203553 | lrm: 0.68 | dt: 958ms | tok/sec: 34,215 | mfu: 0.2% | epoch: 1 | remaining: 98s    
step 00230 (67.2%) | loss: 4.205474 | lrm: 0.67 | dt: 1005ms | tok/sec: 32,590 | mfu: 0.2% | epoch: 1 | remaining: 97s    
step 00231 (67.5%) | loss: 4.191475 | lrm: 0.67 | dt: 987ms | tok/sec: 33,215 | mfu: 0.2% | epoch: 1 | remaining: 96s    
step 00232 (67.9%) | loss: 4.198443 | lrm: 0.66 | dt: 897ms | tok/sec: 36,523 | mfu: 0.2% | epoch: 1 | remaining: 96s    
step 00233 (68.2%) | loss: 4.195556 | lrm: 0.66 | dt: 905ms | tok/sec: 36,215 | mfu: 0.2% | epoch: 1 | remaining: 95s    
step 00234 (68.5%) | loss: 4.202248 | lrm: 0.65 | dt: 895ms | tok/sec: 36,608 | mfu: 0.2% | epoch: 1 | remaining: 94s    
step 00235 (68.8%) | loss: 4.191502 | lrm: 0.64 | dt: 870ms | tok/sec: 37,643 | mfu: 0.2% | epoch: 1 | remaining: 93s    
step 00236 (69.0%) | loss: 4.178930 | lrm: 0.64 | dt: 889ms | tok/sec: 36,856 | mfu: 0.2% | epoch: 1 | remaining: 92s    
step 00237 (69.3%) | loss: 4.169302 | lrm: 0.63 | dt: 876ms | tok/sec: 37,408 | mfu: 0.2% | epoch: 1 | remaining: 91s    
step 00238 (69.6%) | loss: 4.167692 | lrm: 0.63 | dt: 918ms | tok/sec: 35,689 | mfu: 0.2% | epoch: 1 | remaining: 90s    
step 00239 (69.9%) | loss: 4.161666 | lrm: 0.62 | dt: 961ms | tok/sec: 34,089 | mfu: 0.2% | epoch: 1 | remaining: 89s    
step 00240 (70.3%) | loss: 4.163396 | lrm: 0.62 | dt: 887ms | tok/sec: 36,948 | mfu: 0.2% | epoch: 1 | remaining: 88s    
step 00241 (70.6%) | loss: 4.154361 | lrm: 0.61 | dt: 893ms | tok/sec: 36,710 | mfu: 0.2% | epoch: 1 | remaining: 87s    
step 00242 (70.9%) | loss: 4.153204 | lrm: 0.60 | dt: 874ms | tok/sec: 37,494 | mfu: 0.2% | epoch: 1 | remaining: 87s    
step 00243 (71.1%) | loss: 4.145658 | lrm: 0.60 | dt: 960ms | tok/sec: 34,132 | mfu: 0.2% | epoch: 1 | remaining: 86s    
step 00244 (71.5%) | loss: 4.133744 | lrm: 0.59 | dt: 874ms | tok/sec: 37,502 | mfu: 0.2% | epoch: 1 | remaining: 85s    
step 00245 (71.8%) | loss: 4.134002 | lrm: 0.59 | dt: 889ms | tok/sec: 36,843 | mfu: 0.2% | epoch: 1 | remaining: 84s    
step 00246 (72.1%) | loss: 4.126293 | lrm: 0.58 | dt: 882ms | tok/sec: 37,163 | mfu: 0.2% | epoch: 1 | remaining: 83s    
step 00247 (72.3%) | loss: 4.126812 | lrm: 0.58 | dt: 1065ms | tok/sec: 30,779 | mfu: 0.2% | epoch: 1 | remaining: 82s    
step 00248 (72.7%) | loss: 4.127367 | lrm: 0.57 | dt: 1008ms | tok/sec: 32,510 | mfu: 0.2% | epoch: 1 | remaining: 81s    
step 00249 (73.0%) | loss: 4.119871 | lrm: 0.56 | dt: 1030ms | tok/sec: 31,805 | mfu: 0.2% | epoch: 1 | remaining: 80s    
step 00250 (73.4%) | loss: 4.113361 | lrm: 0.56 | dt: 937ms | tok/sec: 34,985 | mfu: 0.2% | epoch: 1 | remaining: 79s    
step 00251 (73.7%) | loss: 4.115801 | lrm: 0.55 | dt: 999ms | tok/sec: 32,789 | mfu: 0.2% | epoch: 1 | remaining: 78s    
step 00252 (74.0%) | loss: 4.118496 | lrm: 0.54 | dt: 877ms | tok/sec: 37,348 | mfu: 0.2% | epoch: 1 | remaining: 77s    
step 00253 (74.3%) | loss: 4.117032 | lrm: 0.54 | dt: 876ms | tok/sec: 37,397 | mfu: 0.2% | epoch: 1 | remaining: 76s    
step 00254 (74.6%) | loss: 4.115095 | lrm: 0.53 | dt: 885ms | tok/sec: 37,030 | mfu: 0.2% | epoch: 1 | remaining: 75s    
step 00255 (74.9%) | loss: 4.114208 | lrm: 0.53 | dt: 878ms | tok/sec: 37,319 | mfu: 0.2% | epoch: 1 | remaining: 74s    
step 00256 (75.2%) | loss: 4.108342 | lrm: 0.52 | dt: 970ms | tok/sec: 33,775 | mfu: 0.2% | epoch: 1 | remaining: 73s    
step 00257 (75.5%) | loss: 4.100382 | lrm: 0.52 | dt: 920ms | tok/sec: 35,622 | mfu: 0.2% | epoch: 1 | remaining: 73s    
step 00258 (75.8%) | loss: 4.096164 | lrm: 0.51 | dt: 886ms | tok/sec: 36,967 | mfu: 0.2% | epoch: 1 | remaining: 72s    
step 00259 (76.1%) | loss: 4.103276 | lrm: 0.50 | dt: 887ms | tok/sec: 36,950 | mfu: 0.2% | epoch: 1 | remaining: 71s    
step 00260 (76.4%) | loss: 4.102779 | lrm: 0.50 | dt: 876ms | tok/sec: 37,426 | mfu: 0.2% | epoch: 1 | remaining: 70s    
step 00261 (76.7%) | loss: 4.110638 | lrm: 0.49 | dt: 873ms | tok/sec: 37,518 | mfu: 0.2% | epoch: 1 | remaining: 69s    
step 00262 (77.0%) | loss: 4.097087 | lrm: 0.49 | dt: 878ms | tok/sec: 37,316 | mfu: 0.2% | epoch: 1 | remaining: 68s    
step 00263 (77.3%) | loss: 4.092158 | lrm: 0.48 | dt: 1003ms | tok/sec: 32,672 | mfu: 0.2% | epoch: 1 | remaining: 67s    
step 00264 (77.6%) | loss: 4.077251 | lrm: 0.48 | dt: 881ms | tok/sec: 37,202 | mfu: 0.2% | epoch: 1 | remaining: 66s    
step 00265 (77.9%) | loss: 4.082492 | lrm: 0.47 | dt: 877ms | tok/sec: 37,349 | mfu: 0.2% | epoch: 1 | remaining: 65s    
step 00266 (78.2%) | loss: 4.065295 | lrm: 0.46 | dt: 884ms | tok/sec: 37,067 | mfu: 0.2% | epoch: 1 | remaining: 64s    
step 00267 (78.5%) | loss: 4.059495 | lrm: 0.46 | dt: 877ms | tok/sec: 37,347 | mfu: 0.2% | epoch: 1 | remaining: 64s    
step 00268 (78.8%) | loss: 4.059856 | lrm: 0.45 | dt: 869ms | tok/sec: 37,706 | mfu: 0.2% | epoch: 1 | remaining: 63s    
step 00269 (79.1%) | loss: 4.055075 | lrm: 0.45 | dt: 912ms | tok/sec: 35,939 | mfu: 0.2% | epoch: 1 | remaining: 62s    
step 00270 (79.4%) | loss: 4.067438 | lrm: 0.44 | dt: 988ms | tok/sec: 33,151 | mfu: 0.2% | epoch: 1 | remaining: 61s    
step 00271 (79.7%) | loss: 4.059925 | lrm: 0.44 | dt: 953ms | tok/sec: 34,375 | mfu: 0.2% | epoch: 1 | remaining: 60s    
step 00272 (80.0%) | loss: 4.052491 | lrm: 0.43 | dt: 870ms | tok/sec: 37,643 | mfu: 0.2% | epoch: 1 | remaining: 59s    
step 00273 (80.3%) | loss: 4.047701 | lrm: 0.42 | dt: 873ms | tok/sec: 37,522 | mfu: 0.2% | epoch: 1 | remaining: 58s    
step 00274 (80.6%) | loss: 4.035873 | lrm: 0.42 | dt: 872ms | tok/sec: 37,582 | mfu: 0.2% | epoch: 1 | remaining: 57s    
step 00275 (80.9%) | loss: 4.042401 | lrm: 0.41 | dt: 859ms | tok/sec: 38,164 | mfu: 0.2% | epoch: 1 | remaining: 56s    
step 00276 (81.2%) | loss: 4.036617 | lrm: 0.41 | dt: 865ms | tok/sec: 37,901 | mfu: 0.2% | epoch: 1 | remaining: 56s    
step 00277 (81.5%) | loss: 4.033726 | lrm: 0.40 | dt: 864ms | tok/sec: 37,930 | mfu: 0.2% | epoch: 1 | remaining: 55s    
step 00278 (81.8%) | loss: 4.028041 | lrm: 0.40 | dt: 877ms | tok/sec: 37,366 | mfu: 0.2% | epoch: 1 | remaining: 54s    
step 00279 (82.1%) | loss: 4.025612 | lrm: 0.39 | dt: 867ms | tok/sec: 37,796 | mfu: 0.2% | epoch: 1 | remaining: 53s    
step 00280 (82.4%) | loss: 4.030056 | lrm: 0.39 | dt: 870ms | tok/sec: 37,663 | mfu: 0.2% | epoch: 1 | remaining: 52s    
step 00281 (82.6%) | loss: 4.019739 | lrm: 0.38 | dt: 872ms | tok/sec: 37,583 | mfu: 0.2% | epoch: 1 | remaining: 51s    
step 00282 (82.9%) | loss: 4.030765 | lrm: 0.37 | dt: 873ms | tok/sec: 37,554 | mfu: 0.2% | epoch: 1 | remaining: 50s    
step 00283 (83.2%) | loss: 4.026449 | lrm: 0.37 | dt: 977ms | tok/sec: 33,556 | mfu: 0.2% | epoch: 1 | remaining: 49s    
step 00284 (83.6%) | loss: 4.027280 | lrm: 0.36 | dt: 875ms | tok/sec: 37,460 | mfu: 0.2% | epoch: 1 | remaining: 48s    
step 00285 (83.8%) | loss: 4.010095 | lrm: 0.36 | dt: 868ms | tok/sec: 37,741 | mfu: 0.2% | epoch: 1 | remaining: 48s    
step 00286 (84.1%) | loss: 4.013992 | lrm: 0.35 | dt: 872ms | tok/sec: 37,591 | mfu: 0.2% | epoch: 1 | remaining: 47s    
step 00287 (84.4%) | loss: 3.993038 | lrm: 0.35 | dt: 873ms | tok/sec: 37,526 | mfu: 0.2% | epoch: 1 | remaining: 46s    
step 00288 (84.7%) | loss: 4.001108 | lrm: 0.34 | dt: 905ms | tok/sec: 36,203 | mfu: 0.2% | epoch: 1 | remaining: 45s    
step 00289 (85.0%) | loss: 3.998460 | lrm: 0.33 | dt: 970ms | tok/sec: 33,796 | mfu: 0.2% | epoch: 1 | remaining: 44s    
step 00290 (85.3%) | loss: 4.000187 | lrm: 0.33 | dt: 867ms | tok/sec: 37,781 | mfu: 0.2% | epoch: 1 | remaining: 43s    
step 00291 (85.6%) | loss: 3.992120 | lrm: 0.32 | dt: 882ms | tok/sec: 37,141 | mfu: 0.2% | epoch: 1 | remaining: 42s    
step 00292 (85.9%) | loss: 3.989614 | lrm: 0.32 | dt: 869ms | tok/sec: 37,719 | mfu: 0.2% | epoch: 1 | remaining: 41s    
step 00293 (86.2%) | loss: 3.980840 | lrm: 0.31 | dt: 873ms | tok/sec: 37,546 | mfu: 0.2% | epoch: 1 | remaining: 40s    
step 00294 (86.5%) | loss: 3.985625 | lrm: 0.31 | dt: 873ms | tok/sec: 37,531 | mfu: 0.2% | epoch: 1 | remaining: 40s    
step 00295 (86.8%) | loss: 3.987721 | lrm: 0.30 | dt: 863ms | tok/sec: 37,949 | mfu: 0.2% | epoch: 1 | remaining: 39s    
step 00296 (87.1%) | loss: 3.988530 | lrm: 0.30 | dt: 877ms | tok/sec: 37,346 | mfu: 0.2% | epoch: 1 | remaining: 38s    
step 00297 (87.4%) | loss: 3.998288 | lrm: 0.29 | dt: 862ms | tok/sec: 37,999 | mfu: 0.2% | epoch: 1 | remaining: 37s    
step 00298 (87.7%) | loss: 3.996736 | lrm: 0.28 | dt: 864ms | tok/sec: 37,942 | mfu: 0.2% | epoch: 1 | remaining: 36s    
step 00299 (88.0%) | loss: 4.000034 | lrm: 0.28 | dt: 924ms | tok/sec: 35,461 | mfu: 0.2% | epoch: 1 | remaining: 35s    
step 00300 (88.3%) | loss: 3.994976 | lrm: 0.27 | dt: 872ms | tok/sec: 37,573 | mfu: 0.2% | epoch: 1 | remaining: 34s    
step 00301 (88.6%) | loss: 3.985882 | lrm: 0.27 | dt: 876ms | tok/sec: 37,418 | mfu: 0.2% | epoch: 1 | remaining: 33s    
step 00302 (88.8%) | loss: 3.988257 | lrm: 0.26 | dt: 861ms | tok/sec: 38,070 | mfu: 0.2% | epoch: 1 | remaining: 33s    
step 00303 (89.1%) | loss: 3.993216 | lrm: 0.26 | dt: 871ms | tok/sec: 37,601 | mfu: 0.2% | epoch: 1 | remaining: 32s    
step 00304 (89.4%) | loss: 3.990129 | lrm: 0.25 | dt: 862ms | tok/sec: 38,033 | mfu: 0.2% | epoch: 1 | remaining: 31s    
