Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 1996ms | tok/sec: 16,414 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.078779 | lrm: 1.00 | dt: 905ms | tok/sec: 36,194 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.003221 | lrm: 1.00 | dt: 856ms | tok/sec: 38,287 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.743118 | lrm: 1.00 | dt: 973ms | tok/sec: 33,668 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.470333 | lrm: 1.00 | dt: 863ms | tok/sec: 37,964 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.258407 | lrm: 1.00 | dt: 863ms | tok/sec: 37,972 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.075190 | lrm: 1.00 | dt: 858ms | tok/sec: 38,193 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.916582 | lrm: 1.00 | dt: 854ms | tok/sec: 38,356 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.774591 | lrm: 1.00 | dt: 941ms | tok/sec: 34,824 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.638002 | lrm: 1.00 | dt: 860ms | tok/sec: 38,091 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.513514 | lrm: 1.00 | dt: 857ms | tok/sec: 38,218 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.383011 | lrm: 1.00 | dt: 859ms | tok/sec: 38,124 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.268625 | lrm: 1.00 | dt: 860ms | tok/sec: 38,123 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.158016 | lrm: 1.00 | dt: 858ms | tok/sec: 38,170 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 7.050827 | lrm: 1.00 | dt: 863ms | tok/sec: 37,956 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 6.958936 | lrm: 1.00 | dt: 857ms | tok/sec: 38,240 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 6.870147 | lrm: 1.00 | dt: 858ms | tok/sec: 38,200 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00017 (1.7%) | loss: 6.791273 | lrm: 1.00 | dt: 881ms | tok/sec: 37,202 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00151 (40.7%) | loss: 4.629698 | lrm: 1.00 | dt: 862ms | tok/sec: 38,008 | mfu: 0.2% | epoch: 1 | remaining: 177s    
step 00152 (41.0%) | loss: 4.621501 | lrm: 1.00 | dt: 864ms | tok/sec: 37,945 | mfu: 0.2% | epoch: 1 | remaining: 176s    
step 00153 (41.3%) | loss: 4.617088 | lrm: 1.00 | dt: 865ms | tok/sec: 37,896 | mfu: 0.2% | epoch: 1 | remaining: 175s    
step 00154 (41.6%) | loss: 4.610284 | lrm: 1.00 | dt: 866ms | tok/sec: 37,841 | mfu: 0.2% | epoch: 1 | remaining: 174s    
step 00155 (41.9%) | loss: 4.608707 | lrm: 1.00 | dt: 862ms | tok/sec: 38,010 | mfu: 0.2% | epoch: 1 | remaining: 174s    
step 00156 (42.2%) | loss: 4.603432 | lrm: 1.00 | dt: 864ms | tok/sec: 37,937 | mfu: 0.2% | epoch: 1 | remaining: 173s    
step 00157 (42.4%) | loss: 4.598452 | lrm: 1.00 | dt: 864ms | tok/sec: 37,935 | mfu: 0.2% | epoch: 1 | remaining: 172s    
step 00158 (42.7%) | loss: 4.586411 | lrm: 1.00 | dt: 862ms | tok/sec: 38,010 | mfu: 0.2% | epoch: 1 | remaining: 171s    
step 00159 (43.0%) | loss: 4.577312 | lrm: 1.00 | dt: 863ms | tok/sec: 37,989 | mfu: 0.2% | epoch: 1 | remaining: 170s    
step 00160 (43.3%) | loss: 4.556297 | lrm: 1.00 | dt: 899ms | tok/sec: 36,457 | mfu: 0.2% | epoch: 1 | remaining: 169s    
step 00161 (43.6%) | loss: 4.558994 | lrm: 1.00 | dt: 956ms | tok/sec: 34,279 | mfu: 0.2% | epoch: 1 | remaining: 168s    
step 00162 (43.9%) | loss: 4.546697 | lrm: 1.00 | dt: 865ms | tok/sec: 37,868 | mfu: 0.2% | epoch: 1 | remaining: 167s    
step 00163 (44.2%) | loss: 4.538300 | lrm: 1.00 | dt: 857ms | tok/sec: 38,213 | mfu: 0.2% | epoch: 1 | remaining: 166s    
step 00164 (44.5%) | loss: 4.526511 | lrm: 1.00 | dt: 866ms | tok/sec: 37,849 | mfu: 0.2% | epoch: 1 | remaining: 166s    
step 00165 (44.8%) | loss: 4.515624 | lrm: 1.00 | dt: 862ms | tok/sec: 37,996 | mfu: 0.2% | epoch: 1 | remaining: 165s    
step 00166 (45.1%) | loss: 4.509918 | lrm: 1.00 | dt: 866ms | tok/sec: 37,841 | mfu: 0.2% | epoch: 1 | remaining: 164s    
step 00167 (45.4%) | loss: 4.513472 | lrm: 1.00 | dt: 865ms | tok/sec: 37,880 | mfu: 0.2% | epoch: 1 | remaining: 163s    
step 00168 (45.7%) | loss: 4.516516 | lrm: 1.00 | dt: 864ms | tok/sec: 37,931 | mfu: 0.2% | epoch: 1 | remaining: 162s    
step 00169 (45.9%) | loss: 4.504427 | lrm: 1.00 | dt: 877ms | tok/sec: 37,382 | mfu: 0.2% | epoch: 1 | remaining: 161s    
step 00170 (46.2%) | loss: 4.496576 | lrm: 1.00 | dt: 865ms | tok/sec: 37,867 | mfu: 0.2% | epoch: 1 | remaining: 160s    
step 00171 (46.5%) | loss: 4.493796 | lrm: 1.00 | dt: 878ms | tok/sec: 37,302 | mfu: 0.2% | epoch: 1 | remaining: 160s    
step 00172 (46.8%) | loss: 4.494980 | lrm: 1.00 | dt: 1026ms | tok/sec: 31,946 | mfu: 0.2% | epoch: 1 | remaining: 159s    
step 00173 (47.2%) | loss: 4.487321 | lrm: 1.00 | dt: 867ms | tok/sec: 37,787 | mfu: 0.2% | epoch: 1 | remaining: 158s    
step 00174 (47.4%) | loss: 4.481494 | lrm: 1.00 | dt: 859ms | tok/sec: 38,131 | mfu: 0.2% | epoch: 1 | remaining: 157s    
step 00175 (47.7%) | loss: 4.472279 | lrm: 1.00 | dt: 864ms | tok/sec: 37,942 | mfu: 0.2% | epoch: 1 | remaining: 156s    
step 00176 (48.0%) | loss: 4.458315 | lrm: 1.00 | dt: 955ms | tok/sec: 34,307 | mfu: 0.2% | epoch: 1 | remaining: 155s    
step 00177 (48.3%) | loss: 4.455403 | lrm: 1.00 | dt: 863ms | tok/sec: 37,961 | mfu: 0.2% | epoch: 1 | remaining: 154s    
step 00178 (48.6%) | loss: 4.454997 | lrm: 1.00 | dt: 864ms | tok/sec: 37,927 | mfu: 0.2% | epoch: 1 | remaining: 153s    
step 00179 (48.9%) | loss: 4.440891 | lrm: 1.00 | dt: 860ms | tok/sec: 38,084 | mfu: 0.2% | epoch: 1 | remaining: 152s    
step 00180 (49.2%) | loss: 4.445084 | lrm: 1.00 | dt: 864ms | tok/sec: 37,928 | mfu: 0.2% | epoch: 1 | remaining: 152s    
step 00181 (49.5%) | loss: 4.436607 | lrm: 1.00 | dt: 857ms | tok/sec: 38,218 | mfu: 0.2% | epoch: 1 | remaining: 151s    
step 00182 (49.8%) | loss: 4.438045 | lrm: 1.00 | dt: 939ms | tok/sec: 34,915 | mfu: 0.2% | epoch: 1 | remaining: 150s    
step 00183 (50.1%) | loss: 4.436846 | lrm: 1.00 | dt: 871ms | tok/sec: 37,629 | mfu: 0.2% | epoch: 1 | remaining: 149s    
step 00184 (50.4%) | loss: 4.439852 | lrm: 0.99 | dt: 878ms | tok/sec: 37,332 | mfu: 0.2% | epoch: 1 | remaining: 148s    
step 00185 (50.7%) | loss: 4.427584 | lrm: 0.99 | dt: 873ms | tok/sec: 37,514 | mfu: 0.2% | epoch: 1 | remaining: 147s    
step 00186 (51.0%) | loss: 4.427387 | lrm: 0.98 | dt: 927ms | tok/sec: 35,360 | mfu: 0.2% | epoch: 1 | remaining: 146s    
step 00187 (51.3%) | loss: 4.422717 | lrm: 0.98 | dt: 939ms | tok/sec: 34,903 | mfu: 0.2% | epoch: 1 | remaining: 145s    
step 00188 (51.6%) | loss: 4.415945 | lrm: 0.97 | dt: 868ms | tok/sec: 37,755 | mfu: 0.2% | epoch: 1 | remaining: 144s    
step 00189 (51.9%) | loss: 4.413856 | lrm: 0.96 | dt: 961ms | tok/sec: 34,104 | mfu: 0.2% | epoch: 1 | remaining: 143s    
step 00190 (52.2%) | loss: 4.409951 | lrm: 0.96 | dt: 964ms | tok/sec: 33,978 | mfu: 0.2% | epoch: 1 | remaining: 142s    
step 00191 (52.5%) | loss: 4.409061 | lrm: 0.95 | dt: 879ms | tok/sec: 37,273 | mfu: 0.2% | epoch: 1 | remaining: 142s    
step 00192 (52.8%) | loss: 4.398584 | lrm: 0.95 | dt: 918ms | tok/sec: 35,699 | mfu: 0.2% | epoch: 1 | remaining: 141s    
step 00193 (53.1%) | loss: 4.396127 | lrm: 0.94 | dt: 871ms | tok/sec: 37,612 | mfu: 0.2% | epoch: 1 | remaining: 140s    
step 00194 (53.4%) | loss: 4.389000 | lrm: 0.94 | dt: 875ms | tok/sec: 37,443 | mfu: 0.2% | epoch: 1 | remaining: 139s    
step 00195 (53.7%) | loss: 4.392492 | lrm: 0.93 | dt: 872ms | tok/sec: 37,565 | mfu: 0.2% | epoch: 1 | remaining: 138s    
step 00196 (54.0%) | loss: 4.382324 | lrm: 0.92 | dt: 899ms | tok/sec: 36,449 | mfu: 0.2% | epoch: 1 | remaining: 137s    
step 00197 (54.3%) | loss: 4.370844 | lrm: 0.92 | dt: 872ms | tok/sec: 37,557 | mfu: 0.2% | epoch: 1 | remaining: 136s    
step 00198 (54.6%) | loss: 4.369231 | lrm: 0.91 | dt: 863ms | tok/sec: 37,951 | mfu: 0.2% | epoch: 1 | remaining: 135s    
step 00199 (54.9%) | loss: 4.373979 | lrm: 0.91 | dt: 940ms | tok/sec: 34,854 | mfu: 0.2% | epoch: 1 | remaining: 134s    
step 00200 (55.2%) | loss: 4.364152 | lrm: 0.90 | dt: 872ms | tok/sec: 37,572 | mfu: 0.2% | epoch: 1 | remaining: 134s    
step 00201 (55.5%) | loss: 4.354810 | lrm: 0.90 | dt: 872ms | tok/sec: 37,563 | mfu: 0.2% | epoch: 1 | remaining: 133s    
step 00202 (55.8%) | loss: 4.343773 | lrm: 0.89 | dt: 876ms | tok/sec: 37,414 | mfu: 0.2% | epoch: 1 | remaining: 132s    
step 00203 (56.1%) | loss: 4.350162 | lrm: 0.89 | dt: 972ms | tok/sec: 33,717 | mfu: 0.2% | epoch: 1 | remaining: 131s    
step 00204 (56.4%) | loss: 4.345212 | lrm: 0.88 | dt: 865ms | tok/sec: 37,903 | mfu: 0.2% | epoch: 1 | remaining: 130s    
step 00205 (56.7%) | loss: 4.346589 | lrm: 0.87 | dt: 857ms | tok/sec: 38,250 | mfu: 0.2% | epoch: 1 | remaining: 129s    
step 00206 (57.0%) | loss: 4.342030 | lrm: 0.87 | dt: 911ms | tok/sec: 35,961 | mfu: 0.2% | epoch: 1 | remaining: 128s    
step 00207 (57.3%) | loss: 4.325126 | lrm: 0.86 | dt: 904ms | tok/sec: 36,256 | mfu: 0.2% | epoch: 1 | remaining: 127s    
step 00208 (57.6%) | loss: 4.301385 | lrm: 0.86 | dt: 901ms | tok/sec: 36,372 | mfu: 0.2% | epoch: 1 | remaining: 126s    
step 00209 (57.9%) | loss: 4.309624 | lrm: 0.85 | dt: 1068ms | tok/sec: 30,672 | mfu: 0.2% | epoch: 1 | remaining: 125s    
step 00210 (58.2%) | loss: 4.296037 | lrm: 0.84 | dt: 975ms | tok/sec: 33,617 | mfu: 0.2% | epoch: 1 | remaining: 124s    
step 00211 (58.5%) | loss: 4.280616 | lrm: 0.84 | dt: 874ms | tok/sec: 37,491 | mfu: 0.2% | epoch: 1 | remaining: 124s    
step 00212 (58.8%) | loss: 4.279243 | lrm: 0.83 | dt: 895ms | tok/sec: 36,617 | mfu: 0.2% | epoch: 1 | remaining: 123s    
step 00213 (59.1%) | loss: 4.273550 | lrm: 0.83 | dt: 883ms | tok/sec: 37,104 | mfu: 0.2% | epoch: 1 | remaining: 122s    
step 00214 (59.4%) | loss: 4.282106 | lrm: 0.82 | dt: 885ms | tok/sec: 37,037 | mfu: 0.2% | epoch: 1 | remaining: 121s    
step 00215 (59.7%) | loss: 4.282508 | lrm: 0.82 | dt: 890ms | tok/sec: 36,837 | mfu: 0.2% | epoch: 1 | remaining: 120s    
step 00216 (60.0%) | loss: 4.277613 | lrm: 0.81 | dt: 921ms | tok/sec: 35,578 | mfu: 0.2% | epoch: 1 | remaining: 119s    
step 00217 (60.3%) | loss: 4.276693 | lrm: 0.80 | dt: 890ms | tok/sec: 36,818 | mfu: 0.2% | epoch: 1 | remaining: 118s    
step 00218 (60.6%) | loss: 4.272731 | lrm: 0.80 | dt: 891ms | tok/sec: 36,761 | mfu: 0.2% | epoch: 1 | remaining: 117s    
step 00219 (60.9%) | loss: 4.264508 | lrm: 0.79 | dt: 882ms | tok/sec: 37,144 | mfu: 0.2% | epoch: 1 | remaining: 116s    
step 00220 (61.2%) | loss: 4.261418 | lrm: 0.79 | dt: 882ms | tok/sec: 37,142 | mfu: 0.2% | epoch: 1 | remaining: 115s    
step 00221 (61.5%) | loss: 4.262619 | lrm: 0.78 | dt: 886ms | tok/sec: 36,981 | mfu: 0.2% | epoch: 1 | remaining: 115s    
step 00222 (61.8%) | loss: 4.258885 | lrm: 0.78 | dt: 881ms | tok/sec: 37,193 | mfu: 0.2% | epoch: 1 | remaining: 114s    
step 00223 (62.1%) | loss: 4.251765 | lrm: 0.77 | dt: 886ms | tok/sec: 36,971 | mfu: 0.2% | epoch: 1 | remaining: 113s    
step 00224 (62.4%) | loss: 4.239447 | lrm: 0.76 | dt: 886ms | tok/sec: 36,970 | mfu: 0.2% | epoch: 1 | remaining: 112s    
step 00225 (62.7%) | loss: 4.233135 | lrm: 0.76 | dt: 883ms | tok/sec: 37,113 | mfu: 0.2% | epoch: 1 | remaining: 111s    
step 00226 (63.0%) | loss: 4.226637 | lrm: 0.75 | dt: 886ms | tok/sec: 36,996 | mfu: 0.2% | epoch: 1 | remaining: 110s    
step 00227 (63.3%) | loss: 4.226889 | lrm: 0.75 | dt: 890ms | tok/sec: 36,800 | mfu: 0.2% | epoch: 1 | remaining: 109s    
step 00228 (63.6%) | loss: 4.222279 | lrm: 0.74 | dt: 900ms | tok/sec: 36,395 | mfu: 0.2% | epoch: 1 | remaining: 108s    
step 00229 (63.9%) | loss: 4.224274 | lrm: 0.74 | dt: 883ms | tok/sec: 37,099 | mfu: 0.2% | epoch: 1 | remaining: 108s    
step 00230 (64.2%) | loss: 4.225399 | lrm: 0.73 | dt: 887ms | tok/sec: 36,930 | mfu: 0.2% | epoch: 1 | remaining: 107s    
step 00231 (64.5%) | loss: 4.210721 | lrm: 0.73 | dt: 888ms | tok/sec: 36,912 | mfu: 0.2% | epoch: 1 | remaining: 106s    
step 00232 (64.8%) | loss: 4.217460 | lrm: 0.72 | dt: 881ms | tok/sec: 37,204 | mfu: 0.2% | epoch: 1 | remaining: 105s    
step 00233 (65.0%) | loss: 4.214388 | lrm: 0.71 | dt: 886ms | tok/sec: 36,982 | mfu: 0.2% | epoch: 1 | remaining: 104s    
step 00234 (65.3%) | loss: 4.221092 | lrm: 0.71 | dt: 885ms | tok/sec: 37,015 | mfu: 0.2% | epoch: 1 | remaining: 103s    
step 00235 (65.6%) | loss: 4.210509 | lrm: 0.70 | dt: 887ms | tok/sec: 36,942 | mfu: 0.2% | epoch: 1 | remaining: 102s    
step 00236 (65.9%) | loss: 4.198208 | lrm: 0.70 | dt: 889ms | tok/sec: 36,858 | mfu: 0.2% | epoch: 1 | remaining: 101s    
step 00237 (66.2%) | loss: 4.188197 | lrm: 0.69 | dt: 893ms | tok/sec: 36,685 | mfu: 0.2% | epoch: 1 | remaining: 100s    
step 00238 (66.5%) | loss: 4.187110 | lrm: 0.69 | dt: 893ms | tok/sec: 36,680 | mfu: 0.2% | epoch: 1 | remaining: 100s    
step 00239 (66.8%) | loss: 4.180882 | lrm: 0.68 | dt: 883ms | tok/sec: 37,118 | mfu: 0.2% | epoch: 1 | remaining: 99s    
step 00240 (67.1%) | loss: 4.183234 | lrm: 0.67 | dt: 883ms | tok/sec: 37,124 | mfu: 0.2% | epoch: 1 | remaining: 98s    
step 00241 (67.4%) | loss: 4.173787 | lrm: 0.67 | dt: 878ms | tok/sec: 37,324 | mfu: 0.2% | epoch: 1 | remaining: 97s    
step 00242 (67.7%) | loss: 4.171997 | lrm: 0.66 | dt: 906ms | tok/sec: 36,186 | mfu: 0.2% | epoch: 1 | remaining: 96s    
step 00243 (68.0%) | loss: 4.164518 | lrm: 0.66 | dt: 1014ms | tok/sec: 32,321 | mfu: 0.2% | epoch: 1 | remaining: 95s    
step 00244 (68.3%) | loss: 4.152254 | lrm: 0.65 | dt: 887ms | tok/sec: 36,940 | mfu: 0.2% | epoch: 1 | remaining: 94s    
step 00245 (68.6%) | loss: 4.152228 | lrm: 0.65 | dt: 886ms | tok/sec: 36,988 | mfu: 0.2% | epoch: 1 | remaining: 93s    
step 00246 (68.9%) | loss: 4.143343 | lrm: 0.64 | dt: 886ms | tok/sec: 36,977 | mfu: 0.2% | epoch: 1 | remaining: 92s    
step 00247 (69.2%) | loss: 4.143565 | lrm: 0.63 | dt: 888ms | tok/sec: 36,913 | mfu: 0.2% | epoch: 1 | remaining: 91s    
step 00248 (69.5%) | loss: 4.144390 | lrm: 0.63 | dt: 886ms | tok/sec: 36,968 | mfu: 0.2% | epoch: 1 | remaining: 91s    
step 00249 (69.8%) | loss: 4.136813 | lrm: 0.62 | dt: 887ms | tok/sec: 36,938 | mfu: 0.2% | epoch: 1 | remaining: 90s    
step 00250 (70.1%) | loss: 4.130514 | lrm: 0.62 | dt: 880ms | tok/sec: 37,217 | mfu: 0.2% | epoch: 1 | remaining: 89s    
step 00251 (70.4%) | loss: 4.132933 | lrm: 0.61 | dt: 876ms | tok/sec: 37,396 | mfu: 0.2% | epoch: 1 | remaining: 88s    
step 00252 (70.7%) | loss: 4.136068 | lrm: 0.61 | dt: 912ms | tok/sec: 35,947 | mfu: 0.2% | epoch: 1 | remaining: 87s    
step 00253 (71.0%) | loss: 4.134394 | lrm: 0.60 | dt: 881ms | tok/sec: 37,178 | mfu: 0.2% | epoch: 1 | remaining: 86s    
step 00254 (71.3%) | loss: 4.132268 | lrm: 0.60 | dt: 880ms | tok/sec: 37,249 | mfu: 0.2% | epoch: 1 | remaining: 85s    
step 00255 (71.6%) | loss: 4.131008 | lrm: 0.59 | dt: 886ms | tok/sec: 36,964 | mfu: 0.2% | epoch: 1 | remaining: 84s    
step 00256 (71.9%) | loss: 4.125960 | lrm: 0.58 | dt: 886ms | tok/sec: 36,995 | mfu: 0.2% | epoch: 1 | remaining: 83s    
step 00257 (72.2%) | loss: 4.118374 | lrm: 0.58 | dt: 890ms | tok/sec: 36,801 | mfu: 0.2% | epoch: 1 | remaining: 83s    
step 00258 (72.5%) | loss: 4.114184 | lrm: 0.57 | dt: 896ms | tok/sec: 36,587 | mfu: 0.2% | epoch: 1 | remaining: 82s    
step 00259 (72.8%) | loss: 4.120990 | lrm: 0.57 | dt: 887ms | tok/sec: 36,947 | mfu: 0.2% | epoch: 1 | remaining: 81s    
step 00260 (73.1%) | loss: 4.120560 | lrm: 0.56 | dt: 1000ms | tok/sec: 32,765 | mfu: 0.2% | epoch: 1 | remaining: 80s    
step 00261 (73.4%) | loss: 4.128072 | lrm: 0.56 | dt: 883ms | tok/sec: 37,120 | mfu: 0.2% | epoch: 1 | remaining: 79s    
step 00262 (73.7%) | loss: 4.115192 | lrm: 0.55 | dt: 891ms | tok/sec: 36,766 | mfu: 0.2% | epoch: 1 | remaining: 78s    
step 00263 (74.0%) | loss: 4.110971 | lrm: 0.54 | dt: 1009ms | tok/sec: 32,467 | mfu: 0.2% | epoch: 1 | remaining: 77s    
step 00264 (74.3%) | loss: 4.096555 | lrm: 0.54 | dt: 884ms | tok/sec: 37,064 | mfu: 0.2% | epoch: 1 | remaining: 76s    
step 00265 (74.6%) | loss: 4.101385 | lrm: 0.53 | dt: 880ms | tok/sec: 37,251 | mfu: 0.2% | epoch: 1 | remaining: 75s    
step 00266 (74.9%) | loss: 4.084348 | lrm: 0.53 | dt: 886ms | tok/sec: 36,980 | mfu: 0.2% | epoch: 1 | remaining: 74s    
step 00267 (75.2%) | loss: 4.078686 | lrm: 0.52 | dt: 886ms | tok/sec: 36,996 | mfu: 0.2% | epoch: 1 | remaining: 73s    
step 00268 (75.5%) | loss: 4.078429 | lrm: 0.52 | dt: 888ms | tok/sec: 36,888 | mfu: 0.2% | epoch: 1 | remaining: 73s    
step 00269 (75.8%) | loss: 4.073417 | lrm: 0.51 | dt: 893ms | tok/sec: 36,687 | mfu: 0.2% | epoch: 1 | remaining: 72s    
step 00270 (76.1%) | loss: 4.084964 | lrm: 0.50 | dt: 888ms | tok/sec: 36,919 | mfu: 0.2% | epoch: 1 | remaining: 71s    
step 00271 (76.4%) | loss: 4.077637 | lrm: 0.50 | dt: 898ms | tok/sec: 36,496 | mfu: 0.2% | epoch: 1 | remaining: 70s    
step 00272 (76.7%) | loss: 4.069566 | lrm: 0.49 | dt: 880ms | tok/sec: 37,229 | mfu: 0.2% | epoch: 1 | remaining: 69s    
step 00273 (77.0%) | loss: 4.064393 | lrm: 0.49 | dt: 882ms | tok/sec: 37,156 | mfu: 0.2% | epoch: 1 | remaining: 68s    
step 00274 (77.3%) | loss: 4.052034 | lrm: 0.48 | dt: 885ms | tok/sec: 37,035 | mfu: 0.2% | epoch: 1 | remaining: 67s    
step 00275 (77.6%) | loss: 4.058039 | lrm: 0.48 | dt: 883ms | tok/sec: 37,099 | mfu: 0.2% | epoch: 1 | remaining: 66s    
step 00276 (77.9%) | loss: 4.052823 | lrm: 0.47 | dt: 880ms | tok/sec: 37,232 | mfu: 0.2% | epoch: 1 | remaining: 65s    
step 00277 (78.2%) | loss: 4.050018 | lrm: 0.46 | dt: 889ms | tok/sec: 36,846 | mfu: 0.2% | epoch: 1 | remaining: 65s    
step 00278 (78.5%) | loss: 4.044616 | lrm: 0.46 | dt: 971ms | tok/sec: 33,745 | mfu: 0.2% | epoch: 1 | remaining: 64s    
step 00279 (78.8%) | loss: 4.042131 | lrm: 0.45 | dt: 882ms | tok/sec: 37,168 | mfu: 0.2% | epoch: 1 | remaining: 63s    
step 00280 (79.1%) | loss: 4.045715 | lrm: 0.45 | dt: 892ms | tok/sec: 36,716 | mfu: 0.2% | epoch: 1 | remaining: 62s    
step 00281 (79.4%) | loss: 4.035141 | lrm: 0.44 | dt: 890ms | tok/sec: 36,808 | mfu: 0.2% | epoch: 1 | remaining: 61s    
step 00282 (79.7%) | loss: 4.047708 | lrm: 0.44 | dt: 894ms | tok/sec: 36,656 | mfu: 0.2% | epoch: 1 | remaining: 60s    
step 00283 (80.0%) | loss: 4.044226 | lrm: 0.43 | dt: 889ms | tok/sec: 36,846 | mfu: 0.2% | epoch: 1 | remaining: 59s    
step 00284 (80.3%) | loss: 4.045505 | lrm: 0.42 | dt: 884ms | tok/sec: 37,056 | mfu: 0.2% | epoch: 1 | remaining: 58s    
step 00285 (80.6%) | loss: 4.028301 | lrm: 0.42 | dt: 979ms | tok/sec: 33,473 | mfu: 0.2% | epoch: 1 | remaining: 57s    
step 00286 (80.9%) | loss: 4.030991 | lrm: 0.41 | dt: 893ms | tok/sec: 36,712 | mfu: 0.2% | epoch: 1 | remaining: 56s    
step 00287 (81.2%) | loss: 4.009660 | lrm: 0.41 | dt: 889ms | tok/sec: 36,849 | mfu: 0.2% | epoch: 1 | remaining: 56s    
step 00288 (81.5%) | loss: 4.017117 | lrm: 0.40 | dt: 888ms | tok/sec: 36,909 | mfu: 0.2% | epoch: 1 | remaining: 55s    
step 00289 (81.8%) | loss: 4.013925 | lrm: 0.40 | dt: 881ms | tok/sec: 37,213 | mfu: 0.2% | epoch: 1 | remaining: 54s    
step 00290 (82.1%) | loss: 4.016655 | lrm: 0.39 | dt: 884ms | tok/sec: 37,074 | mfu: 0.2% | epoch: 1 | remaining: 53s    
step 00291 (82.4%) | loss: 4.009189 | lrm: 0.38 | dt: 882ms | tok/sec: 37,165 | mfu: 0.2% | epoch: 1 | remaining: 52s    
step 00292 (82.7%) | loss: 4.006580 | lrm: 0.38 | dt: 894ms | tok/sec: 36,668 | mfu: 0.2% | epoch: 1 | remaining: 51s    
step 00293 (83.0%) | loss: 3.997770 | lrm: 0.37 | dt: 888ms | tok/sec: 36,906 | mfu: 0.2% | epoch: 1 | remaining: 50s    
step 00294 (83.3%) | loss: 4.002115 | lrm: 0.37 | dt: 885ms | tok/sec: 37,025 | mfu: 0.2% | epoch: 1 | remaining: 49s    
step 00295 (83.6%) | loss: 4.004268 | lrm: 0.36 | dt: 881ms | tok/sec: 37,179 | mfu: 0.2% | epoch: 1 | remaining: 48s    
step 00296 (83.9%) | loss: 4.005581 | lrm: 0.36 | dt: 889ms | tok/sec: 36,868 | mfu: 0.2% | epoch: 1 | remaining: 48s    
step 00297 (84.2%) | loss: 4.014253 | lrm: 0.35 | dt: 887ms | tok/sec: 36,953 | mfu: 0.2% | epoch: 1 | remaining: 47s    
step 00298 (84.4%) | loss: 4.013277 | lrm: 0.35 | dt: 896ms | tok/sec: 36,574 | mfu: 0.2% | epoch: 1 | remaining: 46s    
step 00299 (84.7%) | loss: 4.015397 | lrm: 0.34 | dt: 884ms | tok/sec: 37,060 | mfu: 0.2% | epoch: 1 | remaining: 45s    
step 00300 (85.0%) | loss: 4.010860 | lrm: 0.33 | dt: 882ms | tok/sec: 37,135 | mfu: 0.2% | epoch: 1 | remaining: 44s    
step 00301 (85.3%) | loss: 4.002575 | lrm: 0.33 | dt: 884ms | tok/sec: 37,070 | mfu: 0.2% | epoch: 1 | remaining: 43s    
step 00302 (85.6%) | loss: 4.005433 | lrm: 0.32 | dt: 894ms | tok/sec: 36,649 | mfu: 0.2% | epoch: 1 | remaining: 42s    
step 00303 (85.9%) | loss: 4.010311 | lrm: 0.32 | dt: 884ms | tok/sec: 37,064 | mfu: 0.2% | epoch: 1 | remaining: 41s    
step 00304 (86.2%) | loss: 4.005682 | lrm: 0.31 | dt: 875ms | tok/sec: 37,454 | mfu: 0.2% | epoch: 1 | remaining: 40s    
step 00305 (86.5%) | loss: 4.001579 | lrm: 0.31 | dt: 889ms | tok/sec: 36,858 | mfu: 0.2% | epoch: 1 | remaining: 40s    
